10000	29.39443949	18.83869668
20000	35.35635613	2.765541331
30000	6.12864719	17.83263293
40000	10.20452029	7.051002083
50000	10.46535414	12.85044581
60000	9.894003793	12.06558232
70000	12.78624312	13.88724486
80000	11.6018445	12.15476656
90000	9.935405992	6.215825686
100000	6.888204151	8.309063511
110000	3.107807006	5.954649181
120000	0.1046272468	5.802272494
130000	2.049879489	4.632119851
140000	1.767343605	5.286506581
150000	0.3797784806	3.176595474
160000	1.308222791	3.183701543
170000	1.163010667	2.290374501
180000	2.029829497	1.860241837
190000	0.1732032986	1.714500426
200000	0.1065239677	1.406247037
210000	1.785087404	0.6927661599
220000	1.414080686	1.265559696
230000	1.042933702	0.6147573847
240000	1.013232124	1.187670087
250000	3.63895958	1.202448657
260000	3.655010894	1.289432231
270000	2.209239025	1.21795814
280000	1.13376762	1.758528141
290000	2.573768731	1.379359247
300000	1.53300311	1.726592081
310000	3.155702197	2.20141299
320000	3.768721852	1.990456905
330000	2.018537988	1.900144556
340000	1.73027241	1.050642452
350000	0.09587768799	1.148355795
360000	2.275999191	1.498043938
370000	0.7732112682	0.8591848372
380000	1.19300483	0.94304608
390000	0.1963348915	1.317760215
400000	0.8517635483	1.013630238
410000	1.002629122	1.295839339
420000	2.530326985	1.4080915
430000	1.472344074	1.13959449
440000	1.787062058	1.787414397
450000	2.170596973	1.569767349
460000	1.273789342	1.408241705
470000	0.541993029	1.489024113
480000	6.811783472	0.5074328336
490000	6.544359065	0.7465051331
500000	6.973252048	1.041394993
510000	7.648351433	1.255398363
520000	7.924865667	0.03766954502
530000	2.411142218	0.09104069134
540000	2.524412385	0.4563002358
550000	2.741962121	0.03494818883
560000	2.925126524	0.4559271966
570000	4.840756461	2.453885226
580000	5.007116658	2.403110233
590000	4.751008608	2.004006344
600000	4.61522343	2.416103722
610000	4.19068121	2.380253916
620000	2.626822494	1.650571876
630000	1.728184905	1.765466939
640000	2.150154637	1.72180562
650000	2.054670816	1.287700711
660000	2.199202129	1.260284443
670000	0.8528758462	3.925535743
680000	0.3848928699	3.520662998
690000	0.3516969892	3.651228151
700000	0.5004363175	4.001321585
710000	0.7499491268	3.484851714
720000	3.333998763	3.938168987
730000	3.069421697	4.11824856
740000	3.114119517	3.63429681
750000	2.630989425	3.371604968
760000	5.759295995	2.949168919
770000	6.270597587	2.955828053
780000	6.23374508	3.147693926
790000	5.858222701	5.180013183
800000	1.028757949	5.645507507
810000	0.7625188084	5.193778568
820000	0.9844525468	5.162795355
830000	3.072865617	0.9086621449
840000	3.280767364	0.7635609553
850000	3.773105614	0.7684005063
860000	4.124010489	1.121646608
870000	4.201303447	1.105813049
880000	2.498427112	3.361115031
890000	2.851825963	3.320069282
900000	2.402449287	3.448180303
910000	2.110359049	3.485617796
920000	4.850135907	4.31023561
930000	4.641266749	4.072380972
940000	5.023519584	4.167712549
950000	5.264366328	4.20295243
960000	2.992430622	2.060602449
970000	2.889031831	1.699425271
980000	3.183176467	1.653009906
990000	3.06488447	1.778194397
