0	0
1	0
2	0
3	0
4	1.3552527156068805425093160010874271392822265625e-20
5	1.3552527156068805425093160010874271392822265625e-20
6	2.371692252312040949391303001902997493743896484375e-20
7	3.38813178901720135627329000271856784820556640625e-20
8	5.5904174518783822378509285044856369495391845703125e-20
9	8.89384594617015356021738625713624060153961181640625e-20
10	1.448426339804853579806831476162187755107879638671875e-19
11	2.3335757696855974341332284893724136054515838623046875e-19
12	3.77776694475417951224471835303120315074920654296875e-19
13	6.1113427144397769463779468424036167562007904052734375e-19
14	9.890168450378024334046500598560669459402561187744140625e-19
15	1.60009817692257673427125297394013614393770694732666015625e-18
16	2.58911502196037916767590303379620308987796306610107421875e-18
17	4.189213198882955901947156007736339233815670013427734375e-18
18	6.778354690622936766508654926610688562504947185516357421875e-18
19	1.0967567889505892668455810934347027796320617198944091796875e-17
20	1.774592258012882943496446586095771635882556438446044921875e-17
21	2.8713490469634722103420276795304744155146181583404541015625e-17
22	4.64594147041247766444400923990798446538974530994892120361328125e-17
23	7.5172906828120723853915718937201972948969341814517974853515625e-17
24	1.2163232070506488794532813646487312553290394134819507598876953125e-16
25	1.9680522670600499924621618053066640641191042959690093994140625e-16
26	3.184375476178650403298012357133917049623050843365490436553955078125e-16
27	5.15242774530665192714274334961910284391706227324903011322021484375e-16
28	8.3368032204513265647494711131637590284526595496572554111480712890625e-16
29	1.34892309647240027262009298691936010072822682559490203857421875e-15
30	2.182603418569231717379604327915199046827865458908490836620330810546875e-15
31	3.5315265150157825958574151999948276259289059453294612467288970947265625e-15
32	5.7141299335850143132370195279100266727567714042379520833492279052734375e-15
33	9.245656448600796909094434727904854298685677349567413330078125e-15
34	1.4959786382179348873795883727104948091035652169011882506310939788818359375e-14
35	2.4205442830780145782890318455009802389721329518579295836389064788818359375e-14
36	3.916522921295949465668620218211475048075698168759117834270000457763671875e-14
37	6.337067204374125602671041326930203609058001035236884490586817264556884765625e-14
38	1.025359012567023662705305080835942697914386911861583939753472805023193359375e-13
39	1.65906573300442814503673975036807564271967851965428053517825901508331298828125e-13
40	2.684424745571447768774210099623574632583811183650368548114784061908721923828125e-13
41	4.343490478575875913810949849991650275303489703304649083293043076992034912109375e-13
42	7.0279152241473257020690773154054467619124280108877655948163010179996490478515625e-13
43	1.137140570272320262562198584829220796422848127615878865981358103454113006591796875e-12
44	1.8399320926870528832562042505145210189647191068029741245482000522315502166748046875e-12
45	2.9770726629593731458184028353437418153875672344188529905295581556856632232666015625e-12
46	4.81700475564642605431815605293064060752760043027098646462036413140594959259033203125e-12
47	7.79407741860579920013655888827438242291516766468983945514992228709161281585693359375e-12
48	1.26110821742522252481438276994369285871489395726985360823846349376253783702850341796875e-11
49	2.04051595928580244482803865877113110100641072373883755375345572247169911861419677734375e-11
50	3.3016241767110249696424214287148239597213046810086911619919192162342369556427001953125e-11
51	5.34214013599682741447046008748595506072771540474752871574537493870593607425689697265625e-11
52	8.64376431270785238411288151620077902044902008575621987773729415494017302989959716796875e-11
53	1.3985904448704679798583341603686734081176735490503748593482669093646109104156494140625e-10
54	2.26296687614125321820651343957107036572963727240337394874813981004990637302398681640625e-10
55	3.661557321011721198191065344775105662713187391898994604844119749031960964202880859375e-10
56	5.924524197152974416271361039510814139576948093857122756844546529464423656463623046875e-10
57	9.58608151816469561446242638428591980229013548575611736168866627849638462066650390625e-10
58	1.551060571531767003123865840313818149733058986139422330552406492643058300018310546875e-09
59	2.5096687233482365645701084787424101299620725347150340667212731204926967620849609375e-09
60	4.0607292948800035677949485149245177907878327772106530346718500368297100067138671875e-09
61	6.5703980182282401319611602101937698763791002865009005518004414625465869903564453125e-09
62	1.06311273131082436997561087251182876671669330637115535864722914993762969970703125e-08
63	1.7201525331336483831313372151838899499175228324787667588680051267147064208984375e-08
64	2.78326526444447275310694808769571871663421613884992211751523427665233612060546875e-08
65	4.50341779757812113623828530287960866655173897132868887638323940336704254150390625e-08
66	7.286683062022593889345233390575327383185955110178610993898473680019378662109375e-08
67	1.17901008596007150259066361202334624852343381018471291099558584392070770263671875e-07
68	1.9076783921623308915898104364365842739413581252705398583202622830867767333984375e-07
69	3.086688478122402394115850563104225235365463131387286921381019055843353271484375e-07
