999999	1.000579982868288198005757294595241546630859375e-06
999899	1.0006799928685694567320751957595348358154296875e-06
999799	1.0007800230749097636362421326339244842529296875e-06
999699	1.0008800732652645137932267971336841583251953125e-06
999599	1.0009801434396337072030291892588138580322265625e-06
999499	1.0010802335980173438656493090093135833740234375e-06
999399	1.0011803437404154237810871563851833343505859375e-06
999299	1.0012804738668279469493427313864231109619140625e-06
999199	1.001380624199299518295447342097759246826171875e-06
999099	1.0014807945157855328943696804344654083251953125e-06
998999	1.0015809850383305956711410544812679290771484375e-06
998899	1.001681195322845496775698848068714141845703125e-06
998799	1.0017814258134194460581056773662567138671875e-06
998699	1.0018816765100524435183615423738956451416015625e-06
998599	1.0019819469686552793064038269221782684326171875e-06
998499	1.0020822378553617681973264552652835845947265625e-06
998399	1.0021825487260827003410668112337589263916015625e-06
998299	1.0022828795808180757376248948276042938232421875e-06
998199	1.0023832304195678943870007060468196868896484375e-06
998099	1.0024836016864213661392568610608577728271484375e-06
997999	1.0025839929372892811443307437002658843994140625e-06
997899	1.0026844041721716394022223539650440216064453125e-06
997799	1.0027848358351576507629943080246448516845703125e-06
997699	1.0028852874821581053765839897096157073974609375e-06
997599	1.0029857591131730032429913990199565887451171875e-06
997499	1.0030862511722915542122791521251201629638671875e-06
997399	1.0031867632154245484343846328556537628173828125e-06
997299	1.0032872952425719859093078412115573883056640625e-06
997199	1.0033878476978230764871113933622837066650390625e-06
997099	1.0034884201370886103177326731383800506591796875e-06
996999	1.0035890130044577972512342967092990875244140625e-06
996899	1.0036896258558414274375536479055881500244140625e-06
996799	1.0037902591353287107267533428966999053955078125e-06
996699	1.0038909123988304372687707655131816864013671875e-06
996599	1.0039915856463466070636059157550334930419921875e-06
996499	1.0040922793219664299613214097917079925537109375e-06
996399	1.0041929934256899059619172476232051849365234375e-06
996299	1.0042937275134278252153308130800724029541015625e-06
996199	1.004394481807224792646593414247035980224609375e-06
996099	1.004495256307080808255705051124095916748046875e-06
995999	1.004596051235040476967697031795978546142578125e-06
995899	1.0046968663690591938575380481779575347900390625e-06
995799	1.004797701487092354000196792185306549072265625e-06
995699	1.0048985570332291672457358799874782562255859375e-06
995599	1.0049994327854250286691240034997463226318359375e-06
995499	1.0051003289657245431953924708068370819091796875e-06
995399	1.005201245352083105899509973824024200439453125e-06
995299	1.00530218194450071678147651255130767822265625e-06
995199	1.0054031387429773758412920869886875152587890625e-06
995099	1.0055041161916022929290193133056163787841796875e-06
994999	1.0056051136242416532695642672479152679443359375e-06
994899	1.0057061314849846667129895649850368499755859375e-06
994799	1.005807169551786728334263898432254791259765625e-06
994699	1.0059082280466924430584185756742954254150390625e-06
994599	1.0060093067476572059604222886264324188232421875e-06
994499	1.0061104058767256219653063453733921051025390625e-06
994399	1.006211525211853086148039437830448150634765625e-06
994299	1.0063126649750842034336528740823268890380859375e-06
994199	1.0064138249443743688971153460443019866943359375e-06
994099	1.0065150053417681874634581618010997772216796875e-06
993999	1.0066162061672656591326813213527202606201171875e-06
993899	1.0067174274208667839047848246991634368896484375e-06
993799	1.0068186691025715617797686718404293060302734375e-06
993699	1.0069199307682907829075702466070652008056640625e-06
993599	1.0070212133062028669883147813379764556884765625e-06
993499	1.0071225158281293943218770436942577362060546875e-06
993399	1.007223839000204179683350957930088043212890625e-06
993299	1.0073251826003826181477052159607410430908203125e-06
993199	1.0074265464066201047899085097014904022216796875e-06
993099	1.0075279306409612445349921472370624542236328125e-06
992999	1.0076293353034060373829561285674571990966796875e-06
992899	1.007730760615999088258831761777400970458984375e-06
992799	1.00783220613465118731255643069744110107421875e-06
992699	1.0079336723034515443941927514970302581787109375e-06
992599	1.0080351586783109496536781080067157745361328125e-06
992499	1.0081366654812740080160438083112239837646484375e-06
992399	1.008238192934385324406321160495281219482421875e-06
992299	1.0083397408156002938994788564741611480712890625e-06
992199	1.00844130912491891649551689624786376953125e-06
992099	1.0085428978623411921944352798163890838623046875e-06
991999	1.0086445072499117259212653152644634246826171875e-06
991899	1.008746136843541307825944386422634124755859375e-06
991799	1.008847787087319147758535109460353851318359375e-06
991699	1.0089494579812452457190374843776226043701171875e-06
991599	1.0090511490812303918573888950049877166748046875e-06
991499	1.00915286083136379602365195751190185546875e-06
991399	1.009254593231645458217826671898365020751953125e-06
991299	1.00935634606003077351488173007965087890625e-06
991199	1.009458119316519741914817132055759429931640625e-06
991099	1.0095599132231569683426641859114170074462890625e-06
990999	1.0096617277799424527984228916466236114501953125e-06
990899	1.0097635627648315903570619411766529083251953125e-06
990799	1.0098654181778243810185813345015048980712890625e-06
990699	1.009967294240965429708012379705905914306640625e-06
990599	1.01006919095425473642535507678985595703125e-06
990499	1.010171108095647696245578117668628692626953125e-06
990399	1.0102730458871889140937128104269504547119140625e-06
990299	1.0103750043288783899697591550648212432861328125e-06
990199	1.010476983420716123873717151582241058349609375e-06
990099	1.0105789829406575108805554918944835662841796875e-06
989999	1.0106810031107471559153054840862751007080078125e-06
989899	1.01078304393098505897796712815761566162109375e-06
989799	1.0108851054013712200685404241085052490234375e-06
989699	1.0109871875219056391870253719389438629150390625e-06
989599	1.0110892902925883163334219716489315032958984375e-06
989499	1.0111914134913746465826989151537418365478515625e-06
989399	1.0112935575623538397849188186228275299072265625e-06
989299	1.0113957220614366860900190658867359161376953125e-06
989199	1.0114979074327123953480622731149196624755859375e-06
989099	1.0116001132320917577089858241379261016845703125e-06
988999	1.0117023399036639830228523351252079010009765625e-06
988899	1.011804587225384466364630497992038726806640625e-06
988799	1.0119068551972532077343203127384185791015625e-06
988699	1.0120091438192702071319217793643474578857421875e-06
988599	1.0121114530914354645574348978698253631591796875e-06
988499	1.0122137832357935849358909763395786285400390625e-06
988399	1.0123161338082553584172273986041545867919921875e-06
988299	1.0124185052529099948515067808330059051513671875e-06
988199	1.0125208975697574942387291230261325836181640625e-06
988099	1.01262331053675325165386311709880828857421875e-06
987999	1.01272574415389726709690876305103302001953125e-06
987899	1.0128281984211895405678660608828067779541015625e-06
987799	1.01293067356067467699176631867885589599609375e-06
987699	1.0130331695723526763686095364391803741455078125e-06
987599	1.0131356862341789337733644060790538787841796875e-06
987499	1.013238223546153449206030927598476409912109375e-06
987399	1.0133407817303208275916404090821743011474609375e-06
987299	1.0134433605646364640051615424454212188720703125e-06
987199	1.0135459602711449633716256357729434967041015625e-06
987099	1.0136485808498463256910326890647411346435546875e-06
986999	1.013751222078695946038351394236087799072265625e-06
986899	1.0138538841797384293386130593717098236083984375e-06
986799	1.013956567152973775591817684471607208251953125e-06
986699	1.014059270776357379872933961451053619384765625e-06
986599	1.0141619954939784520320245064795017242431640625e-06
986499	1.0142647408617477822190267033874988555908203125e-06
986399	1.014367506879665370433940552175045013427734375e-06
986299	1.014470293991820426526828669011592864990234375e-06
986199	1.0145731017541237406476284377276897430419921875e-06
986099	1.0146759306106645226464024744927883148193359375e-06
985999	1.0147787801173535626730881631374359130859375e-06
